"REF_DATE","GEO","DGUID","Statistic","Age of reference person","Household expenditures, summary-level categories","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Games of chance","Dollars","81","units","0","v54531163","1.1.4.38","225","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Games of chance","Dollars","81","units","0","v54531163","1.1.4.38","185","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Games of chance","Dollars","81","units","0","v54531163","1.1.4.38","","F","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Miscellaneous expenditures","Dollars","81","units","0","v54531164","1.1.4.39","1845","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Miscellaneous expenditures","Dollars","81","units","0","v54531164","1.1.4.39","1924","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Miscellaneous expenditures","Dollars","81","units","0","v54531164","1.1.4.39","2155","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Miscellaneous expenditures","Dollars","81","units","0","v54531164","1.1.4.39","2189","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Income taxes","Dollars","81","units","0","v54531165","1.1.4.40","20366","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Income taxes","Dollars","81","units","0","v54531165","1.1.4.40","19924","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Income taxes","Dollars","81","units","0","v54531165","1.1.4.40","19526","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Income taxes","Dollars","81","units","0","v54531165","1.1.4.40","24808","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531166","1.1.4.41","6883","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531166","1.1.4.41","7268","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531166","1.1.4.41","7602","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531166","1.1.4.41","7931","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531167","1.1.4.42","2078","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531167","1.1.4.42","1860","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531167","1.1.4.42","1819","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531167","1.1.4.42","2100","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Total expenditure","Dollars","81","units","0","v54531168","1.1.5.1","87530","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Total expenditure","Dollars","81","units","0","v54531168","1.1.5.1","90456","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Total expenditure","Dollars","81","units","0","v54531168","1.1.5.1","90361","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Total expenditure","Dollars","81","units","0","v54531168","1.1.5.1","98258","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Total current consumption","Dollars","81","units","0","v54531169","1.1.5.2","61252","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Total current consumption","Dollars","81","units","0","v54531169","1.1.5.2","63652","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Total current consumption","Dollars","81","units","0","v54531169","1.1.5.2","62955","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Total current consumption","Dollars","81","units","0","v54531169","1.1.5.2","70252","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Food expenditures","Dollars","81","units","0","v54531170","1.1.5.3","8955","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Food expenditures","Dollars","81","units","0","v54531170","1.1.5.3","9034","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Food expenditures","Dollars","81","units","0","v54531170","1.1.5.3","8721","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Food expenditures","Dollars","81","units","0","v54531170","1.1.5.3","10596","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Food purchased from stores","Dollars","81","units","0","v54531171","1.1.5.4","6629","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Food purchased from stores","Dollars","81","units","0","v54531171","1.1.5.4","6544","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Food purchased from stores","Dollars","81","units","0","v54531171","1.1.5.4","6336","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Food purchased from stores","Dollars","81","units","0","v54531171","1.1.5.4","7885","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Food purchased from restaurants","Dollars","81","units","0","v54531172","1.1.5.5","2326","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Food purchased from restaurants","Dollars","81","units","0","v54531172","1.1.5.5","2490","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Food purchased from restaurants","Dollars","81","units","0","v54531172","1.1.5.5","2385","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Food purchased from restaurants","Dollars","81","units","0","v54531172","1.1.5.5","2711","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Shelter","Dollars","81","units","0","v54531173","1.1.5.6","16271","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Shelter","Dollars","81","units","0","v54531173","1.1.5.6","17202","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Shelter","Dollars","81","units","0","v54531173","1.1.5.6","17498","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Shelter","Dollars","81","units","0","v54531173","1.1.5.6","19091","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Principal accommodation","Dollars","81","units","0","v54531174","1.1.5.7","13947","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Principal accommodation","Dollars","81","units","0","v54531174","1.1.5.7","14636","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Principal accommodation","Dollars","81","units","0","v54531174","1.1.5.7","15067","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Principal accommodation","Dollars","81","units","0","v54531174","1.1.5.7","16964","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Rented living quarters","Dollars","81","units","0","v54531175","1.1.5.8","2148","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Rented living quarters","Dollars","81","units","0","v54531175","1.1.5.8","2340","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Rented living quarters","Dollars","81","units","0","v54531175","1.1.5.8","2559","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Rented living quarters","Dollars","81","units","0","v54531175","1.1.5.8","2319","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Owned living quarters","Dollars","81","units","0","v54531176","1.1.5.9","8936","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Owned living quarters","Dollars","81","units","0","v54531176","1.1.5.9","9553","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Owned living quarters","Dollars","81","units","0","v54531176","1.1.5.9","9665","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Owned living quarters","Dollars","81","units","0","v54531176","1.1.5.9","11803","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54531177","1.1.5.10","2863","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54531177","1.1.5.10","2743","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54531177","1.1.5.10","2843","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54531177","1.1.5.10","2842","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Other accommodation","Dollars","81","units","0","v54531178","1.1.5.11","2324","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Other accommodation","Dollars","81","units","0","v54531178","1.1.5.11","2567","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Other accommodation","Dollars","81","units","0","v54531178","1.1.5.11","2431","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Other accommodation","Dollars","81","units","0","v54531178","1.1.5.11","2127","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household operations","Dollars","81","units","0","v54531179","1.1.5.12","4314","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household operations","Dollars","81","units","0","v54531179","1.1.5.12","4448","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household operations","Dollars","81","units","0","v54531179","1.1.5.12","4346","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household operations","Dollars","81","units","0","v54531179","1.1.5.12","5129","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Communications","Dollars","81","units","0","v54531180","1.1.5.13","2201","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Communications","Dollars","81","units","0","v54531180","1.1.5.13","2226","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Communications","Dollars","81","units","0","v54531180","1.1.5.13","2405","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Communications","Dollars","81","units","0","v54531180","1.1.5.13","2743","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household furnishings and equipment","Dollars","81","units","0","v54531181","1.1.5.14","2312","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household furnishings and equipment","Dollars","81","units","0","v54531181","1.1.5.14","2746","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household furnishings and equipment","Dollars","81","units","0","v54531181","1.1.5.14","2096","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household furnishings and equipment","Dollars","81","units","0","v54531181","1.1.5.14","2607","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household furnishings","Dollars","81","units","0","v54531182","1.1.5.15","885","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household furnishings","Dollars","81","units","0","v54531182","1.1.5.15","865","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household furnishings","Dollars","81","units","0","v54531182","1.1.5.15","745","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household furnishings","Dollars","81","units","0","v54531182","1.1.5.15","1119","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household equipment","Dollars","81","units","0","v54531183","1.1.5.16","1242","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household equipment","Dollars","81","units","0","v54531183","1.1.5.16","1673","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household equipment","Dollars","81","units","0","v54531183","1.1.5.16","1203","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household equipment","Dollars","81","units","0","v54531183","1.1.5.16","1309","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household appliances","Dollars","81","units","0","v54531184","1.1.5.17","477","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household appliances","Dollars","81","units","0","v54531184","1.1.5.17","691","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household appliances","Dollars","81","units","0","v54531184","1.1.5.17","606","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Household appliances","Dollars","81","units","0","v54531184","1.1.5.17","619","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Clothing and accessories","Dollars","81","units","0","v54531185","1.1.5.18","3434","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Clothing and accessories","Dollars","81","units","0","v54531185","1.1.5.18","3238","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Clothing and accessories","Dollars","81","units","0","v54531185","1.1.5.18","3187","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Clothing and accessories","Dollars","81","units","0","v54531185","1.1.5.18","3263","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Transportation","Dollars","81","units","0","v54531190","1.1.5.23","11982","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Transportation","Dollars","81","units","0","v54531190","1.1.5.23","12713","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Transportation","Dollars","81","units","0","v54531190","1.1.5.23","13779","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Transportation","Dollars","81","units","0","v54531190","1.1.5.23","13751","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Private transportation","Dollars","81","units","0","v54531191","1.1.5.24","10699","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Private transportation","Dollars","81","units","0","v54531191","1.1.5.24","11516","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Private transportation","Dollars","81","units","0","v54531191","1.1.5.24","12582","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Private transportation","Dollars","81","units","0","v54531191","1.1.5.24","12180","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Public transportation","Dollars","81","units","0","v54531192","1.1.5.25","1283","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Public transportation","Dollars","81","units","0","v54531192","1.1.5.25","1197","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Public transportation","Dollars","81","units","0","v54531192","1.1.5.25","1196","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Public transportation","Dollars","81","units","0","v54531192","1.1.5.25","1570","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Health care","Dollars","81","units","0","v54531193","1.1.5.26","2752","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Health care","Dollars","81","units","0","v54531193","1.1.5.26","3043","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Health care","Dollars","81","units","0","v54531193","1.1.5.26","2764","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Health care","Dollars","81","units","0","v54531193","1.1.5.26","3064","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Direct health care costs to household","Dollars","81","units","0","v54531194","1.1.5.27","1916","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Direct health care costs to household","Dollars","81","units","0","v54531194","1.1.5.27","2165","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Direct health care costs to household","Dollars","81","units","0","v54531194","1.1.5.27","1916","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Direct health care costs to household","Dollars","81","units","0","v54531194","1.1.5.27","2137","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Personal care","Dollars","81","units","0","v54531196","1.1.5.29","1391","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Personal care","Dollars","81","units","0","v54531196","1.1.5.29","1339","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Personal care","Dollars","81","units","0","v54531196","1.1.5.29","1070","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Personal care","Dollars","81","units","0","v54531196","1.1.5.29","1438","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Recreation","Dollars","81","units","0","v54531197","1.1.5.30","4351","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Recreation","Dollars","81","units","0","v54531197","1.1.5.30","4164","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Recreation","Dollars","81","units","0","v54531197","1.1.5.30","4230","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Recreation","Dollars","81","units","0","v54531197","1.1.5.30","5201","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Recreational equipment and related services","Dollars","81","units","0","v54531198","1.1.5.31","749","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Recreational equipment and related services","Dollars","81","units","0","v54531198","1.1.5.31","941","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Recreational equipment and related services","Dollars","81","units","0","v54531198","1.1.5.31","835","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Recreational equipment and related services","Dollars","81","units","0","v54531198","1.1.5.31","829","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Home entertainment equipment and services","Dollars","81","units","0","v54531199","1.1.5.32","249","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Home entertainment equipment and services","Dollars","81","units","0","v54531199","1.1.5.32","161","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Home entertainment equipment and services","Dollars","81","units","0","v54531199","1.1.5.32","178","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Home entertainment equipment and services","Dollars","81","units","0","v54531199","1.1.5.32","184","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Recreational services","Dollars","81","units","0","v54531200","1.1.5.33","2453","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Recreational services","Dollars","81","units","0","v54531200","1.1.5.33","2258","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Recreational services","Dollars","81","units","0","v54531200","1.1.5.33","2383","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Recreational services","Dollars","81","units","0","v54531200","1.1.5.33","3139","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Recreational vehicles and associated services","Dollars","81","units","0","v54531201","1.1.5.34","899","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Recreational vehicles and associated services","Dollars","81","units","0","v54531201","1.1.5.34","804","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Recreational vehicles and associated services","Dollars","81","units","0","v54531201","1.1.5.34","835","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Recreational vehicles and associated services","Dollars","81","units","0","v54531201","1.1.5.34","1048","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Education","Dollars","81","units","0","v54531202","1.1.5.35","1229","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Education","Dollars","81","units","0","v54531202","1.1.5.35","1488","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Education","Dollars","81","units","0","v54531202","1.1.5.35","1242","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Education","Dollars","81","units","0","v54531202","1.1.5.35","1476","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Reading materials and other printed matter","Dollars","81","units","0","v54531203","1.1.5.36","185","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Reading materials and other printed matter","Dollars","81","units","0","v54531203","1.1.5.36","169","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Reading materials and other printed matter","Dollars","81","units","0","v54531203","1.1.5.36","168","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Reading materials and other printed matter","Dollars","81","units","0","v54531203","1.1.5.36","140","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Tobacco products, alcoholic beverages and cannabis for non-medical use","Dollars","81","units","0","v1234868289","1.1.5.359","1970","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54531204","1.1.5.37","1784","","","t","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54531204","1.1.5.37","1733","","","t","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54531204","1.1.5.37","1464","","","t","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Games of chance","Dollars","81","units","0","v54531205","1.1.5.38","247","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Games of chance","Dollars","81","units","0","v54531205","1.1.5.38","250","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Games of chance","Dollars","81","units","0","v54531205","1.1.5.38","247","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Games of chance","Dollars","81","units","0","v54531205","1.1.5.38","286","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Miscellaneous expenditures","Dollars","81","units","0","v54531206","1.1.5.39","2045","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Miscellaneous expenditures","Dollars","81","units","0","v54531206","1.1.5.39","2083","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Miscellaneous expenditures","Dollars","81","units","0","v54531206","1.1.5.39","2142","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Miscellaneous expenditures","Dollars","81","units","0","v54531206","1.1.5.39","2240","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Income taxes","Dollars","81","units","0","v54531207","1.1.5.40","18393","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Income taxes","Dollars","81","units","0","v54531207","1.1.5.40","18871","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Income taxes","Dollars","81","units","0","v54531207","1.1.5.40","18947","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Income taxes","Dollars","81","units","0","v54531207","1.1.5.40","19617","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531208","1.1.5.41","5698","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531208","1.1.5.41","5794","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531208","1.1.5.41","5792","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531208","1.1.5.41","5916","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531209","1.1.5.42","2188","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531209","1.1.5.42","2138","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531209","1.1.5.42","2667","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","55 to 64 years","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531209","1.1.5.42","2474","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Total expenditure","Dollars","81","units","0","v54531210","1.1.6.1","55090","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Total expenditure","Dollars","81","units","0","v54531210","1.1.6.1","58121","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Total expenditure","Dollars","81","units","0","v54531210","1.1.6.1","60005","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Total expenditure","Dollars","81","units","0","v54531210","1.1.6.1","64461","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Total current consumption","Dollars","81","units","0","v54531211","1.1.6.2","41841","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Total current consumption","Dollars","81","units","0","v54531211","1.1.6.2","43880","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Total current consumption","Dollars","81","units","0","v54531211","1.1.6.2","45712","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Total current consumption","Dollars","81","units","0","v54531211","1.1.6.2","48453","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Food expenditures","Dollars","81","units","0","v54531212","1.1.6.3","6514","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Food expenditures","Dollars","81","units","0","v54531212","1.1.6.3","6697","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Food expenditures","Dollars","81","units","0","v54531212","1.1.6.3","6853","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Food expenditures","Dollars","81","units","0","v54531212","1.1.6.3","8099","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Food purchased from stores","Dollars","81","units","0","v54531213","1.1.6.4","4801","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Food purchased from stores","Dollars","81","units","0","v54531213","1.1.6.4","4965","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Food purchased from stores","Dollars","81","units","0","v54531213","1.1.6.4","5101","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Food purchased from stores","Dollars","81","units","0","v54531213","1.1.6.4","6184","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Food purchased from restaurants","Dollars","81","units","0","v54531214","1.1.6.5","1713","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Food purchased from restaurants","Dollars","81","units","0","v54531214","1.1.6.5","1732","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Food purchased from restaurants","Dollars","81","units","0","v54531214","1.1.6.5","1751","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Food purchased from restaurants","Dollars","81","units","0","v54531214","1.1.6.5","1915","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Shelter","Dollars","81","units","0","v54531215","1.1.6.6","12136","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Shelter","Dollars","81","units","0","v54531215","1.1.6.6","12658","","","","0"
